index,school_id,n_review_user,id_review,rating,retrieval_date,url_user,caption,relative_date,timestamp,username
280,anglo-chinese-junior,207,ChZDSUhNMG9nS0VJQ0FnSURDb2R5QklBEAE,3,2023-12-31 15:27:55.633477+00,https://www.google.com/maps/contrib/110616769541836497653/reviews?hl=en,I love ❤️ India,3 years ago,2020-12-31 15:27:55.79848+00,Murugan sudheep
282,anglo-chinese-junior,15,ChdDSUhNMG9nS0VJQ0FnSUNDbVl6YzVBRRAB,5,2023-12-31 15:27:55.634478+00,https://www.google.com/maps/contrib/103196959598745113558/reviews?hl=en,Completed my pri sch education here. Very nice campus and has great facilities,3 years ago,2020-12-31 15:27:55.868488+00,Julian Chua
283,anglo-chinese-junior,45,ChdDSUhNMG9nS0VJQ0FnSUQwbmRIS3FRRRAB,5,2023-12-31 15:27:55.635477+00,https://www.google.com/maps/contrib/110066966164505174104/reviews?hl=en,Great school,4 years ago,2020-01-01 15:27:55.98205+00,Zachary Fun
284,anglo-chinese-junior,4,ChdDSUhNMG9nS0VJQ0FnSURBMnZXZTlBRRAB,5,2023-12-31 15:27:55.635477+00,https://www.google.com/maps/contrib/105315520499094054211/reviews?hl=en,Excellent school facilities,3 years ago,2020-12-31 15:27:55.947488+00,木恆
287,anglo-chinese-junior,0,ChZDSUhNMG9nS0VJQ0FnSURrejczX1FREAE,5,2023-12-31 15:28:02.202486+00,https://www.google.com/maps/contrib/108420267403390375492/reviews?hl=en,My school,4 years ago,2020-01-01 15:28:02.247484+00,JG
289,anglo-chinese-junior,99,ChdDSUhNMG9nS0VJQ0FnSUN3dDREN19RRRAB,5,2023-12-31 15:28:02.203484+00,https://www.google.com/maps/contrib/107323081602484674837/reviews?hl=en,"ACSJ is a school where boys can learn to become men and leaders in their community, ACSJ is a school where many precious memes and memories where made  ACSJ has taught me to study smart and how to think criticaly and fast. The Best Is Yet To Be.",5 years ago,2019-01-01 15:28:02.329484+00,Andrew Tan
290,anglo-chinese-junior,2,ChZDSUhNMG9nS0VJQ0FnSUNndnBPZU9BEAE,1,2023-12-31 15:28:02.204484+00,https://www.google.com/maps/contrib/108872041905778777748/reviews?hl=en,Supposed to be a lay-by only for picking up children. The cones denote that this is a no parking zone but this car was parked there for more than 10 minutes before 1.30pm and nobody bothered to do anything right by implementing the rules. Says alot about the moral values and religous influence on the morals,5 years ago,2019-01-01 15:28:02.410806+00,Noel Gwee
291,anglo-chinese-junior,0,ChZDSUhNMG9nS0VJQ0FnSURRdzVDVkpREAE,5,2023-12-31 15:28:02.204484+00,https://www.google.com/maps/contrib/113583240974847699992/reviews?hl=en,Clean area,5 years ago,2019-01-01 15:28:02.455809+00,Ethan Chiam
293,anglo-chinese-junior,0,ChZDSUhNMG9nS0VJQ0FnSUNnMnFTaUZREAE,5,2023-12-31 15:28:02.205484+00,https://www.google.com/maps/contrib/113624438251282839303/reviews?hl=en,i love it,6 years ago,2018-01-01 15:28:02.523815+00,Ch!cken
297,anglo-chinese-primary,13,ChZDSUhNMG9nS0VJQ0FnSURWdll2MmVBEAE,1,2023-12-31 15:28:34.101641+00,https://www.google.com/maps/contrib/108167300467133246861/reviews?hl=en,"School admin is very impatient and rude! Was checking on operating hours etc and admin can’t wait to hang up my call and spoke in very rude manner! without checking, every questions i asked is “I don’t know I don’t know”!",2 weeks ago,2023-12-17 15:28:34.112642+00,Harmony
298,anglo-chinese-primary,4,ChdDSUhNMG9nS0VJQ0FnSUNsc1l2b3V3RRAB,5,2023-12-31 15:28:34.102643+00,https://www.google.com/maps/contrib/117466204414430572855/reviews?hl=en,It is a fun environment to be in,a month ago,2023-12-01 15:28:34.162643+00,Lucas Yeo
299,anglo-chinese-primary,21,ChdDSUhNMG9nS0VJQ0FnSURwaE1qbzZnRRAB,5,2023-12-31 15:28:34.102643+00,https://www.google.com/maps/contrib/113609584787620463226/reviews?hl=en,"Well funded, holistic, special needs teachers are available, well organised.",4 months ago,2023-09-02 15:28:34.219644+00,Kent Tay
300,anglo-chinese-primary,3,ChdDSUhNMG9nS0VJQ0FnSUNwdHJqeXBnRRAB,5,2023-12-31 15:28:34.103644+00,https://www.google.com/maps/contrib/111046949232454235003/reviews?hl=en,Best school ever has many things to do and a lot of canteen stalls and food varieties to choose,4 months ago,2023-09-02 15:28:34.278641+00,The Marley show shorts
301,anglo-chinese-primary,3,ChZDSUhNMG9nS0VJQ0FnSURKd1pfNEJREAE,1,2023-12-31 15:28:34.104642+00,https://www.google.com/maps/contrib/112790176800979866499/reviews?hl=en,"this is the worst school ever, the students are so rude and annoying, they even talk bad about fernvale. I HATE this school so much",5 months ago,2023-08-03 15:28:34.318642+00,TaraTheBunny
302,anglo-chinese-primary,17,ChdDSUhNMG9nS0VJQ0FnSUR4OE5tVDV3RRAB,5,2023-12-31 15:28:34.104642+00,https://www.google.com/maps/contrib/110422913275451822128/reviews?hl=en,Nice,6 months ago,2023-07-04 15:28:34.358641+00,Md Ibrahim Khalil
303,anglo-chinese-primary,0,ChZDSUhNMG9nS0VJQ0FnSUR4OE9tUUt3EAE,4,2023-12-31 15:28:34.105642+00,https://www.google.com/maps/contrib/115636092337580007879/reviews?hl=en,Best to learn!,6 months ago,2023-07-04 15:28:34.398171+00,Iswandi SK
305,anglo-chinese-primary,328,ChdDSUhNMG9nS0VJQ0FnSURBaE9heXJBRRAB,5,2023-12-31 15:28:34.106642+00,https://www.google.com/maps/contrib/112769231451592409409/reviews?hl=en,World best,11 months ago,2023-02-04 15:28:34.485172+00,Jeremy Lim
306,anglo-chinese-primary,93,ChdDSUhNMG9nS0VJQ0FnSURPbE1PRDFnRRAB,5,2023-12-31 15:28:34.106642+00,https://www.google.com/maps/contrib/113896653593280451837/reviews?hl=en,Nice environment,a year ago,2022-12-31 15:28:34.531171+00,Alfred Lee
307,anglo-chinese-primary,0,ChZDSUhNMG9nS0VJQ0FnSURXdWNmS2NREAE,2,2023-12-31 15:28:34.107642+00,https://www.google.com/maps/contrib/117224835538057838918/reviews?hl=en,Bad place,a year ago,2022-12-31 15:28:34.638171+00,PsyTigerduck
308,anglo-chinese-primary,30,ChdDSUhNMG9nS0VJQ0FnSURXeTR6VzhnRRAB,5,2023-12-31 15:28:34.107642+00,https://www.google.com/maps/contrib/106614767912272639984/reviews?hl=en,After you graduate from here you can go to barker here has a very convenient location.After school you could walk to balmoral plaza to eat or drink there is also a bustop and mrt station near by recommend to send your son here don't need to move house after graduating can just go to barker same campus hope i helped someone choose the right school,a year ago,2022-12-31 15:28:34.588172+00,F1shcat
309,anglo-chinese-primary,0,ChdDSUhNMG9nS0VJQ0FnSUNXMEpxc25BRRAB,5,2023-12-31 15:28:34.108644+00,https://www.google.com/maps/contrib/111786181227792299733/reviews?hl=en,Totally did not give me heart attack when diana tried pronouncing percentage. I learnt very good english from her.,a year ago,2022-12-31 15:28:34.685172+00,Daniel Kwok
310,anglo-chinese-primary,0,ChdDSUhNMG9nS0VJQ0FnSURtcjlXQTNBRRAB,1,2023-12-31 15:28:34.108644+00,https://www.google.com/maps/contrib/105428212415059606963/reviews?hl=en,Whats with acs students and mops all my friends that went to acs had atleast 1 mop fight,a year ago,2022-12-31 15:28:34.725171+00,YeeT Flash
311,anglo-chinese-primary,0,ChZDSUhNMG9nS0VJQ0FnSUNhNHRtQkpREAE,5,2023-12-31 15:28:34.109646+00,https://www.google.com/maps/contrib/114909882648950627218/reviews?hl=en,Rly nice place and if you go in front of oldham hall you can do ice fights there. Buy ice in the large cup for 20 cents and just say that you want to put it in your water bottle. Go throw ice at your friends very fun rate 10/10,2 years ago,2021-12-31 15:28:34.763171+00,i amtrump
312,anglo-chinese-primary,0,ChZDSUhNMG9nS0VJQ0FnSUN5MU4ySWF3EAE,5,2023-12-31 15:28:34.110643+00,https://www.google.com/maps/contrib/116291101112797751280/reviews?hl=en,Excellent School. Highly recommended. Send your kids there.,2 years ago,2021-12-31 15:28:34.806172+00,Lucas Vong
313,anglo-chinese-primary,0,ChdDSUhNMG9nS0VJQ0FnSUN5MU8zUTF3RRAB,5,2023-12-31 15:28:34.110643+00,https://www.google.com/maps/contrib/113807610913047460632/reviews?hl=en,Made many friends here :D :),2 years ago,2021-12-31 15:28:34.846171+00,Zechariah Chew 5H26
314,anglo-chinese-primary,0,ChZDSUhNMG9nS0VJQ0FnSURpaGZENGZBEAE,5,2023-12-31 15:28:34.111643+00,https://www.google.com/maps/contrib/101563223255596942003/reviews?hl=en,amazing school made many friends there :D,3 years ago,2020-12-31 15:28:34.890173+00,dante tan
321,anglo-chinese-primary,0,ChZDSUhNMG9nS0VJQ0FnSURJNHJyU01nEAE,4,2023-12-31 15:28:41.175596+00,https://www.google.com/maps/contrib/103953054605171594626/reviews?hl=en,"Great place, skipped morning assembly multiple times by hiding around in places around the school. Jilliane Chew once punished me for standing up because I wanted to get a better look of the computer while doing a class project involving coding.",5 years ago,2019-01-01 15:28:41.368596+00,lad carolus
322,anglo-chinese-primary,0,ChdDSUhNMG9nS0VJQ0FnSURJdXNueWpnRRAB,4,2023-12-31 15:28:41.175596+00,https://www.google.com/maps/contrib/111397380726887833014/reviews?hl=en,kinda nice school. loved shoving mops into friends bags. did some pearl spitting war.,4 years ago,2020-01-01 15:28:41.328596+00,Turtlello RBLX
327,anglo-chinese-primary,0,ChZDSUhNMG9nS0VJQ0FnSUNRd2FqdFB3EAE,5,2023-12-31 15:28:47.798207+00,https://www.google.com/maps/contrib/107798719272886807043/reviews?hl=en,Great school :),5 years ago,2019-01-01 15:28:47.801208+00,ZacTheSword
333,angsana,0,ChZDSUhNMG9nS0VJQ0FnSURWMWRLV05REAE,5,2023-12-31 18:19:25.214689+00,https://www.google.com/maps/contrib/108599712729541895776/reviews?hl=en,I BEEN TO THE SCHOOL IM A GRADUATE FROM THE SCHOOL THEY ARE SO NICE THAT'S WHY I LIKE IT:333,2 weeks ago,2023-12-17 18:19:25.22469+00,Raiden Shogun
334,angsana,0,ChdDSUhNMG9nS0VJQ0FnSUQ1NDd2djlnRRAB,5,2023-12-31 18:19:25.21569+00,https://www.google.com/maps/contrib/112350005351487330787/reviews?hl=en,"The teachers would hold their students back at their own will despite the dismissal bell had rung.The teachers are not aware of the need of these pupils at home and do not care about there house needs.Therefore,I think that this school’s teachers should be more aware about the students personal lives",2 months ago,2023-11-01 18:19:25.35369+00,Ultra Doorstopper
335,angsana,26,ChdDSUhNMG9nS0VJQ0FnSUM1OHBuX293RRAB,5,2023-12-31 18:19:25.21669+00,https://www.google.com/maps/contrib/113081190402442451140/reviews?hl=en,"There is always a jam in the morning due to parents driving to drop the kids. Please be patient when turning in, as students are also crossing at the junction.",2 months ago,2023-11-01 18:19:25.434692+00,Muhammad Firdaus
336,angsana,0,ChdDSUhNMG9nS0VJQ0FnSUN4aWZLOHBnRRAB,5,2023-12-31 18:19:25.21669+00,https://www.google.com/maps/contrib/114993950579673571033/reviews?hl=en,"loved the teachers. many of them were encouraging, motivating and supportive. im glad my teachers pushed me to my fullest extent to get much better grades. im truly grateful that my teachers were caring and concerned for my well-being and safety. this school will forever hold a special place in my heart. thank you so much, angsana. ❤️",7 months ago,2023-06-04 18:19:25.500699+00,balding egg
337,angsana,0,ChZDSUhNMG9nS0VJQ0FnSURSdzZ2V1NREAE,5,2023-12-31 18:19:25.217691+00,https://www.google.com/maps/contrib/113810730175012495797/reviews?hl=en,The education here is very good and fun I love this school so much,7 months ago,2023-06-04 18:19:25.550699+00,Reaxxh Admira
338,beacon,0,ChZDSUhNMG9nS0VJQ0FnSUMxMnZUTk93EAE,1,2023-12-31 18:19:51.372624+00,https://www.google.com/maps/contrib/118331459843346003074/reviews?hl=en,bad,3 days ago,2023-12-28 18:19:51.383625+00,Tahmid Moydul (Beaconprisch)
339,bedok-green,0,ChdDSUhNMG9nS0VJQ0FnSUNsemYyOTh3RRAB,5,2023-12-31 18:20:16.737779+00,https://www.google.com/maps/contrib/111217340586705448728/reviews?hl=en,"Very nice school! Teachers are very kind and caring, shout out to Mr Wong, Miss June, Mrs Ong , Ms Liu Xiao Yun and Ms Neo, who had been very kind and caring to me in the past few years!!!",a month ago,2023-12-01 18:20:16.749781+00,Wang Qingsen (Ahs)
340,bendemeer,0,ChZDSUhNMG9nS0VJQ0FnSUNsamJuVlhnEAE,5,2023-12-31 18:20:43.254799+00,https://www.google.com/maps/contrib/116591258952453448771/reviews?hl=en,"Thank you is just a small word to express my gratitude to this school. My daughter got the school admission here after a long procedure of the MOE. They strongly advised us to put my daughter in P5 but after a long conversation they gave the admission to P6 at our own risk. As she is a foreign student she indeed not familiar with the Singapore education system. She studied in IB syllabus. But this school warmly welcomed her and gave their best. She got the admission in last week of April 2023. Mrs. Nodia from the administration guided us very nicely and gave us useful advice. Then I have to mention the home room teacher Mr. Chia and Madam Stella( Chong) really helped her a lot. I have to mention Mrs. Maha for her unconditional support .🙏. With their guidance I trained my daughter without any SINGLE TUTION . YES she got 4 in Math & Science and 5 in English in the PSLE 2023. The other subjects teachers also very kind and helpful to her achievement, even the Librarian. She can’t reach this success within 6 months without their tremendous support. Dear parents  my strong advice to you all put your children in this school for a strong foundation. My family really thankful to this school for ever. 🙏💐👍😘",a month ago,2023-12-01 18:20:43.3418+00,Rathiya Razee
341,bendemeer,0,ChZDSUhNMG9nS0VJQ0FnSURsajR1dFR3EAE,5,2023-12-31 18:20:43.254799+00,https://www.google.com/maps/contrib/111539137134808615544/reviews?hl=en,I really recommend this school to everyone it was the best school ever u will enjoy ur life as much as me in that school,3 weeks ago,2023-12-10 18:20:43.266801+00,SENTHILVELAN
342,bendemeer,0,ChZDSUhNMG9nS0VJQ0FnSUNsMHFmTVhREAE,1,2023-12-31 18:20:43.255801+00,https://www.google.com/maps/contrib/109893924834752576833/reviews?hl=en,The teachers are bias,a month ago,2023-12-01 18:20:43.389804+00,Joseph zhou
343,bendemeer,0,ChdDSUhNMG9nS0VJQ0FnSURaNllqSnF3RRAB,1,2023-12-31 18:20:43.256801+00,https://www.google.com/maps/contrib/110978570701420395945/reviews?hl=en,The teachers jaywalk,2 months ago,2023-11-01 18:20:43.444808+00,Lucerne Lok
344,bendemeer,0,ChdDSUhNMG9nS0VJQ0FnSURac2NDMTRRRRAB,1,2023-12-31 18:20:43.256801+00,https://www.google.com/maps/contrib/114433679817903866188/reviews?hl=en,traumatized.,2 months ago,2023-11-01 18:20:43.481809+00,Fifi The Hui Hui
345,bendemeer,0,ChZDSUhNMG9nS0VJQ0FnSURabG8tMEZnEAE,1,2023-12-31 18:20:43.2578+00,https://www.google.com/maps/contrib/112932591705984241590/reviews?hl=en,"Teacher jaywalks, don't let us to go toilet, always compare students with top schools students. My friends got molest by a boy and they told their form teacher but their teacher said that it's only a joke between friends. Is this how a normal teacher should act like??",2 months ago,2023-11-01 18:20:43.521811+00,ENNN.
346,bendemeer,0,ChdDSUhNMG9nS0VJQ0FnSURabHRYT3pBRRAB,5,2023-12-31 18:20:43.2588+00,https://www.google.com/maps/contrib/105677943387240607370/reviews?hl=en,"REALLY GREAT SCHOOL!! Graduated in 2021! The teachers are very nice! I visited them during the recent Teacher's Day event! I graduated from class 6A and it was a fun experience with my teachers such as Mr Lee, Ms Hon and Ms Tan. The Libarian there was SUPER SWEET!! I love her so much (Unfortunately she retired). I really loved the classes and curriculum it was a blast. I missed primary school so much! There are some bad influences but you have to stay away from them, visit the library, it's really relaxing! Some bad teachers didn't gave me the best time but really knocked some sense into me. I loved my Chinese teachers a lot! I was terrible at that subject but they kept encouraging me to keep moving forward and are very forgiving. 5 STARS!!!  Join the Concert Band too! THERE ARE AMAZING SENIORS AND YOU WILL NEVER NOT LOVE BAND!!!  I will visit again :3",2 months ago,2023-11-01 18:20:43.558804+00,Ho Weng Yan Nathalie (Bendemeerss)
347,blangah-rise,0,ChdDSUhNMG9nS0VJQ0FnSUNsdmVubzJBRRAB,5,2023-12-31 18:21:09.37074+00,https://www.google.com/maps/contrib/102362778809885001981/reviews?hl=en,It was a very fun experience there,a month ago,2023-12-01 18:21:09.38274+00,Amelia Sudha (Ntss)
348,blangah-rise,0,ChZDSUhNMG9nS0VJQ0FnSUNwaS1lM1RnEAE,5,2023-12-31 18:21:09.371741+00,https://www.google.com/maps/contrib/104664657506411400837/reviews?hl=en,Cher there damn nice. Either too funny or too strict Although you should join this primary school,4 months ago,2023-09-02 18:21:09.49474+00,Speed Fish
349,blangah-rise,65,ChZDSUhNMG9nS0VJQ0FnSURGMFAtTURnEAE,2,2023-12-31 18:21:09.371741+00,https://www.google.com/maps/contrib/105120873503387076398/reviews?hl=en,"2 years ago, when I was 9 y/O, I was playing with some balngsh rise students( they told me their sch), I don't know their name but we got along for awhile. After dinner, I wanted to play again but she was suddenly impulsive and wanted to attack me and my best friend. She looked like she was about to charge, but yeah after my parents arrived she ran away with her friends I still remember, not being racist but I think it was a malay girl that was 7 at the time.",a month ago,2023-12-01 18:21:09.44774+00,Gavlyn
350,boon-lay-garden,17,ChdDSUhNMG9nS0VJQ0FnSURWa0p2azB3RRAB,1,2023-12-31 18:21:34.969332+00,https://www.google.com/maps/contrib/111487929689178442012/reviews?hl=en,"Personally, i would not recommend this school. I can say half of the teachers here are absolutely selfish and are too self-absorbed to listen carefully to the students. Also, they are incredibly bias. If you’re unlucky and end up in this school, PLEASE do not join Art Club CCA. The teachers there are very rude and ignorant. The school food is super expensive for no reason and $3 a day for FAS is not enough. Some stalls do not even meet the standards. The western special stall served moldy pizza to my friend once. If you send your child here, they will be exposed to bad influences. I have witnessed many fights in my 6 years here. The school standard here is very low. Most of the students here don’t go to good schools.",2 weeks ago,2023-12-17 18:21:34.982335+00,angegaa
351,boon-lay-garden,0,ChZDSUhNMG9nS0VJQ0FnSUNsbWNfdk1BEAE,4,2023-12-31 18:21:34.970332+00,https://www.google.com/maps/contrib/108872178860288235002/reviews?hl=en,"Good stuff, lots of memories being detained and writing down hundreds of lines as punishment when I was there a little more than a decade ago. I even got a nice little palm strike with a cane once. But hey, the food was nice, and so was the layout at that time. Spent almost every recess in the library. The teachers (some) were pretty decent.",a month ago,2023-12-01 18:21:35.040332+00,Clyen Lee
352,boon-lay-garden,59,ChdDSUhNMG9nS0VJQ0FnSUM1cjZhQ3d3RRAB,5,2023-12-31 18:21:34.971333+00,https://www.google.com/maps/contrib/103939482298120382781/reviews?hl=en,"Congratulation to Boon Lay Garden Primary school. Under guidance of Mr Shazwan & Mr Loh, Junior floor-ball team won Singapore No1.",2 months ago,2023-11-01 18:21:35.088332+00,Rex Ng
353,boon-lay-garden,0,ChZDSUhNMG9nS0VJQ0FnSUM1dG91QlN3EAE,5,2023-12-31 18:21:34.972332+00,https://www.google.com/maps/contrib/103101950870778216214/reviews?hl=en,"PSLE is an important milestone to assess academic ability to progress to secondary school. My niece, Xin Ling was one of the P6 students in Boon Lay Garden Primary School taking PSLE this year. Unfortunately, she was down with high fever after her Day 1 exam. Despite medication, she was still feverish throughout the night. Thankfully I have the contact of Mrs. Hor who has taught Xin Ling in P3. I have asked a big favor from Mrs. Hor’s to monitor on Xin Ling’s condition on the next day.  Xin Ling continued to have mild fever and started to have sore throat on 2nd day of exam. She was very determined to complete her exam though she was unwell. Right after Mathematics paper 1, Xin Ling temperature has risen to close to 39 degree and she was shivering with cold. Mrs. Christine Low was in the sick bay to pat on her to have some sleep while Mrs. Hor and Mrs. Jasmine Ng making a trip to Xin Ling’s house to pick up medication. Mr. Yeo and Mrs. Hor have kept me updated via WhatsApp on her condition.  Not knowing that she was down with pneumonia, Xin Ling continued with her 3rd and 4th day of exam with fever running.  I would like thank and a big shout out to BLGPS especially to Mrs. Hor, Mr. Yeo, Mrs. Jasmine Ng and Mrs. Christine Low who have demonstrated the BLGPS’s value and given all the care, support to Xin Ling to help her crossing the PSLE finishing line.  Though exam is over and Xin Ling has fully recovered. I am sure Xin Ling feels the same as me, stand proud as one of the BLGians to learn and nurture under the caring teachers and environment.  Thank you, Boon Lay Garden Primary School.  Xin Ling's aunty - Karen Ng",2 months ago,2023-11-01 18:21:35.130332+00,Karen Ng
354,boon-lay-garden,0,ChZDSUhNMG9nS0VJQ0FnSUNadnJLX1V3EAE,5,2023-12-31 18:21:34.973332+00,https://www.google.com/maps/contrib/109795917567942650203/reviews?hl=en,👍👍 …,3 months ago,2023-10-02 18:21:35.186097+00,Hsu Mya
355,boon-lay-garden,0,ChdDSUhNMG9nS0VJQ0FnSURwc2Z1bDBRRRAB,3,2023-12-31 18:21:34.973332+00,https://www.google.com/maps/contrib/107767078273125193878/reviews?hl=en,"very mid school, theres a reason why so many people chose to tranfer out even when they r in middle primary. overall teachers are friendly and the school is nice, but theres  just nothing special about everything. lesson quality is not high.",4 months ago,2023-09-02 18:21:35.242098+00,marble
356,boon-lay-garden,0,ChZDSUhNMG9nS0VJQ0FnSURwbU1EUUx3EAE,5,2023-12-31 18:21:34.974334+00,https://www.google.com/maps/contrib/112328149291096133916/reviews?hl=en,"I am a student of BLGPS and I think is a great school for your child if your living close. if your child loves sport you can consider choosing floorball. I think it is a very good CCA and it's a good team sport. If not, there are many other CCA that you can choose. I also chose floorball and there are many people who can help you if your not sure what to do. The teachers are kind and the school is very clean. my classmates help me if I need any help, they are very kind. It is a very good school. by the way I am Harshan.",4 months ago,2023-09-02 18:21:35.274099+00,Raj Raj
357,boon-lay-garden,0,ChdDSUhNMG9nS0VJQ0FnSUNKX3BxVW5BRRAB,4,2023-12-31 18:21:34.975333+00,https://www.google.com/maps/contrib/105184769596283851594/reviews?hl=en,i am jia yuan!,6 months ago,2023-07-04 18:21:35.353096+00,Cher seng Chong
358,boon-lay-garden,0,ChdDSUhNMG9nS0VJQ0FnSUNocW9iWjdnRRAB,1,2023-12-31 18:21:34.975333+00,https://www.google.com/maps/contrib/102618835496551695250/reviews?hl=en,the school is the great school for your child whoever is living in boon lay or Jurong but what i am talking about is the floorball cca. Whenever they announce who is going to a competition i was shock as the players who were selected were slow in passing and some were just bosting that they were selected. And I wasn't selected but it was weird why was i not selected even  those who who were selected were asking me to come to their team. I showed sportsmanship by excepting others who weren't so good but i excepted them in my team.if some would have fallen down i would i ask and help them so that they are okay and i even watch the game and create strategies while thos who were selected were playing with their sticks.,5 months ago,2023-08-03 18:21:35.308096+00,Krrish Elangovan (Blgps)
359,bukit-panjang,0,ChdDSUhNMG9nS0VJQ0FnSURwOTdDdjRRRRAB,5,2023-12-31 18:22:01.406852+00,https://www.google.com/maps/contrib/111898880560742048608/reviews?hl=en,"as a student, very nice. but still could improve on the hall as its a bit plain, but generally ok. :)",4 months ago,2023-09-02 18:22:01.418854+00,Raydon Koh
360,bukit-panjang,6,ChdDSUhNMG9nS0VJQ0FnSUNSMVoydGtRRRAB,4,2023-12-31 18:22:01.407852+00,https://www.google.com/maps/contrib/108238067966528984922/reviews?hl=en,"I’ve been a student here for 6 years. The teachers and friends are very kind, nice and knowledgeable. But I think the interior and canteen could use some improvement. Canteen should be redone to cope with the number of students during recess and the canteen is very dirty and some of the student keep throwing rubbish and never clean up 💀 Also I dislike the new update where they try to paint everything white. It looks a bit like an asylum. But the class spirit is still there 🕺 (mr Pang is the best teacher in the school!)",6 months ago,2023-07-04 18:22:01.465853+00,Ashley
361,bukit-panjang,0,ChdDSUhNMG9nS0VJQ0FnSUNKbVByaWxRRRAB,3,2023-12-31 18:22:01.408854+00,https://www.google.com/maps/contrib/106815698552325347356/reviews?hl=en,"Overall, the school is great. Just, the new school redesign is all almost white. It’s so plain, seeing the school hall’s picture designs are gone. All green, it seems so boring.",6 months ago,2023-07-04 18:22:01.525852+00,YoimiyaMyBeloved
362,bukit-timah,5,ChdDSUhNMG9nS0VJQ0FnSUNWZ3VYVjl3RRAB,5,2023-12-31 18:22:26.8762+00,https://www.google.com/maps/contrib/116102212017506281122/reviews?hl=en,BTPS is an awesome school teachers are kind and interactive and they BB company there is the best . 56J BE YOUR BEST AND GRAB THE W,3 weeks ago,2023-12-10 18:22:26.888202+00,Chang En Shen Ian (Bbss)
363,bukit-timah,0,ChZDSUhNMG9nS0VJQ0FnSUNsd2RUUFVREAE,5,2023-12-31 18:22:26.877201+00,https://www.google.com/maps/contrib/103138403549807417384/reviews?hl=en,"Best memories in this school, over my 6 years, made many friends. Staff, teachers and students are very nice and good variety of food in canteen for reasonable prices",a month ago,2023-12-01 18:22:26.9222+00,Suren Maheswaran
364,bukit-timah,39,ChdDSUhNMG9nS0VJQ0FnSUNsNUpLdnBnRRAB,5,2023-12-31 18:22:26.8782+00,https://www.google.com/maps/contrib/110642637837080526982/reviews?hl=en,A good school. The teachers are nice and caring.,a month ago,2023-12-01 18:22:26.955201+00,Zhao
365,bukit-timah,1,ChdDSUhNMG9nS0VJQ0FnSUNscE1XZm93RRAB,5,2023-12-31 18:22:26.8782+00,https://www.google.com/maps/contrib/115722593450878299013/reviews?hl=en,Pretty good place,a month ago,2023-12-01 18:22:27.007206+00,Javier Chua
366,bukit-timah,0,ChdDSUhNMG9nS0VJQ0FnSURGNmQySWt3RRAB,5,2023-12-31 18:22:26.8792+00,https://www.google.com/maps/contrib/109062564907680791385/reviews?hl=en,Johnathan,a month ago,2023-12-01 18:22:27.051212+00,Skylar Sng
367,canberra,0,ChdDSUhNMG9nS0VJQ0FnSUMxdk9qenRBRRAB,4,2023-12-31 18:23:17.887864+00,https://www.google.com/maps/contrib/114423004627238070372/reviews?hl=en,"I LOVE IT even though some of the teachers are DAMN FIERCE.. the majority are AMAZINNN, and they organise alot of stuff for us and I HAVE THE SLAYEST FRIENDS ERE",5 days ago,2023-12-26 18:23:17.898866+00,Liliac Lim
368,canberra,5,ChZDSUhNMG9nS0VJQ0FnSUMxX05pM1p3EAE,5,2023-12-31 18:23:17.888865+00,https://www.google.com/maps/contrib/109410668736533208570/reviews?hl=en,My son has graduated from this school very good school,5 days ago,2023-12-26 18:23:17.952867+00,Chia sylvester Kok keng
369,canberra,1,ChdDSUhNMG9nS0VJQ0FnSUMxelA3Wl9BRRAB,3,2023-12-31 18:23:17.888865+00,https://www.google.com/maps/contrib/107221763430162782363/reviews?hl=en,i graduated from this place last year 🆙🆙 and the environment is not bad and i made very suh-lay besties here 💅🏻💅🏻💫 but why is there drama every year here omg y'all providing so much tea every year it burns omg other than that i hope every little kid has fun in this school and hope y'all leave this place happi YARRRR …,6 days ago,2023-12-25 18:23:18.019864+00,slaykuya
370,canossa-catholic,2,ChdDSUhNMG9nS0VJQ0FnSUMxeXNUZXN3RRAB,1,2023-12-31 18:23:43.592684+00,https://www.google.com/maps/contrib/104068693626200397742/reviews?hl=en,The two old women in the book shops had very bad attitudes.,3 days ago,2023-12-28 18:23:43.604687+00,TONG LEE
371,canossa-catholic,0,ChZDSUhNMG9nS0VJQ0FnSUMxbk5mYlhREAE,1,2023-12-31 18:23:43.593686+00,https://www.google.com/maps/contrib/116457076717050519126/reviews?hl=en,The food is soo expensive so in the end i just dont eat and the students keep cussing. There was also a p5 girl who was bullying my friend and made her cry real bad :(,6 days ago,2023-12-25 18:23:43.720685+00,ysr
372,canossa-catholic,0,ChdDSUhNMG9nS0VJQ0FnSUMxb3NuRHpRRRAB,3,2023-12-31 18:23:43.593686+00,https://www.google.com/maps/contrib/116799304810791547845/reviews?hl=en,"This School is quite nice,the teachers are very sweet and nice but not all,the students in this school are bad and the teachers could not really help to let them stop. Some students are really very annoying and naughty,they know things that they should not know in their age and talks a lot bad words behind of the teacher and lots of gossiping too. That's why I only give 3 stars but the teachers are good(not all but mostly )",5 days ago,2023-12-26 18:23:43.659686+00,Zhihan Zhang
373,canossa-catholic,0,ChZDSUhNMG9nS0VJQ0FnSUMxMk1IeUJnEAE,1,2023-12-31 18:23:43.594684+00,https://www.google.com/maps/contrib/110787047758365889347/reviews?hl=en,very good,a week ago,2023-12-24 18:23:43.768684+00,mitsuki kitano
